RO Number,Line,Part Number,Part Description,Part Type,Vendor Name,RO Qty,Ordered Qty,Ordered Date,Expected Delivery,Received Qty,Invoice Date,Returned Qty,,
1071,11,SU-6605,Assembly #6672,Engine,Advanced Pro Auto Parts #282,5,5,2023-12-26,2023-12-29,5,2023-12-30,1,,
1071,12,IN-6220,Glass #2859,Panel,Midwest Pro Motors,1,1,2023-12-14,2023-12-18,1,2023-12-18,0,,
1072,1,BD-4882,Hardware #2235,Panel,Midwest Direct Components,3,3,2023-12-08,2023-12-10,0,,0,,
1072,2,EN-6421,Hardware #2998,Panel,ACE Plus Components,1,1,2023-12-23,2023-12-30,1,2023-12-25,1,,
1072,3,FD-8093,Electrical #4444,Panel,Apex Express Center,2,2,2023-12-14,2023-12-20,2,2023-12-15,0,,
1072,4,SU-9115,Trim #4048,Exterior,Elite Online Distributors,2,2,2023-12-26,2023-12-29,2,2023-12-30,0,,
1072,5,WD-3881,Electrical #5313,Assembly,Midwest Direct Hub #277,4,4,2024-01-08,2024-01-15,4,2024-01-10,0,,
1072,6,EX-6265,Electrical #3661,Interior,Quality Max Solutions,1,1,2024-01-07,2024-01-09,1,2024-01-09,0,,
1072,7,FM-6648,Electrical #9692,Panel,Elite Online Components,3,3,2024-01-09,2024-01-13,3,2024-01-11,1,,
1072,8,DM-1989,Trim #8046,Hardware,Premier Supplies,1,1,2023-12-20,2023-12-27,1,2023-12-21,1,,
1072,9,SU-2079,Trim #5299,Suspension,Advanced Plus Center,3,3,2023-12-02,2023-12-08,3,2023-12-07,1,,
1072,10,IN-9013,Suspension #9944,Electrical,Apex Direct Auto Parts,3,3,2023-12-24,2023-12-30,3,2023-12-28,1,,
1072,11,DM-7713,Exterior #8563,Suspension,Premier Hub,4,0,,,0,,0,,
1072,12,EX-3284,Suspension #7249,Assembly,ACE Max Solutions,4,4,2023-12-31,2024-01-04,4,2024-01-04,0,,
1073,1,CP-2553,Panel #7410,Exterior,National Max Services,2,2,2023-12-25,2023-12-26,2,2023-12-27,0,,
1073,2,FM-5549,Electrical #4112,Exterior,Superior Express Supplies #255,4,4,2023-12-19,2023-12-22,4,2023-12-23,0,,
1073,3,DM-2736,Hardware #6296,Exterior,Advanced Pro Supplies,2,2,2023-12-29,2024-01-02,2,2024-01-02,0,,
1073,4,WG-1212,Engine #3598,Suspension,Advanced Express Components,4,4,2023-12-11,2023-12-13,4,2023-12-13,1,,
1073,5,DM-7117,Assembly #7054,Trim,National Pro Auto Parts,5,5,2024-01-10,2024-01-14,5,2024-01-12,1,,
1073,6,DM-4824,Suspension #8801,Engine,National Express Distributors,4,4,2023-12-06,2023-12-07,4,2023-12-08,0,,
1073,7,IN-4750,Trim #4883,Electrical,Apex Plus Group,2,2,2023-12-23,2023-12-28,2,2023-12-25,1,,
1073,8,HD-3430,Trim #6269,Hardware,Elite Express Supplies,3,3,2024-01-07,2024-01-11,3,2024-01-12,0,,
1073,9,HD-4165,Engine #3344,Suspension,Premier Online Auto Parts,3,3,2024-01-02,2024-01-06,3,2024-01-03,1,,
1073,10,EX-8906,Glass #3394,Engine,Advanced Plus Components,1,1,2024-01-01,2024-01-03,1,2024-01-04,1,,
1073,11,EL-2972,Engine #1992,Electrical,Premier Plus Hub #268,5,5,2024-01-02,2024-01-05,5,2024-01-04,0,,
1073,12,FM-5276,Electrical #3360,Engine,Advanced Components,4,4,2024-01-03,2024-01-06,4,2024-01-07,0,,
1074,1,WG-3418,Exterior #7259,Glass,Premier Express Auto Parts,4,4,2023-12-03,2023-12-09,4,2023-12-04,1,,
1074,2,FM-4240,Trim #8427,Engine,Premier Online Center,1,1,2024-01-09,2024-01-13,1,2024-01-12,1,,
1074,3,EX-6349,Glass #8816,Suspension,National Express Motors,1,1,2024-01-08,2024-01-10,1,2024-01-09,0,,
1074,4,EN-6306,Interior #3916,Suspension,National Services,5,5,2023-12-22,2023-12-29,5,2023-12-23,1,,
1074,5,SU-3160,Exterior #2046,Hardware,ACE Plus Components,5,5,2023-12-20,2023-12-23,5,2023-12-21,0,,
1074,6,DM-6540,Hardware #7760,Suspension,Pro Pro Components,2,2,2023-12-11,2023-12-12,2,2023-12-12,1,,
1074,7,SU-3539,Glass #2465,Electrical,ACE Services,5,5,2024-01-02,2024-01-06,5,2024-01-06,1,,
1074,8,FD-1396,Panel #4694,Exterior,National Online Motors #21,3,3,2023-12-12,2023-12-13,3,2023-12-14,0,,
1074,9,DM-7349,Interior #1315,Glass,Advanced Pro Supplies,2,2,2023-12-04,2023-12-06,2,2023-12-06,1,,
1074,10,FD-4278,Trim #1589,Electrical,Premier Direct Services,4,4,2024-01-02,2024-01-03,4,2024-01-07,0,,
1074,11,SU-2320,Trim #7031,Glass,Elite Online Motors,4,0,,,0,,0,,
1074,12,TR-7132,Glass #7363,Assembly,ACE Online Services,5,5,2023-12-15,2023-12-17,5,2023-12-18,1,,
1075,1,WD-5675,Exterior #1472,Exterior,Quality Direct Components,3,3,2024-01-09,2024-01-12,3,2024-01-12,1,,
1075,2,SU-4368,Electrical #5892,Electrical,Apex Motors,1,1,2023-12-27,2023-12-29,1,2023-12-31,0,,
1075,3,FM-1202,Electrical #3964,Suspension,ACE Plus Auto Parts,2,2,2023-12-25,2023-12-29,1,2023-12-27,0,,
1075,4,EL-3707,Exterior #8867,Glass,Advanced Express Hub,3,3,2024-01-02,2024-01-08,3,2024-01-06,1,,
1075,5,EX-1183,Engine #1000,Engine,Quality Direct Supplies,1,1,2023-12-17,2023-12-18,1,2023-12-18,0,,
1075,6,DM-4527,Electrical #7933,Suspension,Quality Hub #38,2,2,2023-12-26,2024-01-01,2,2023-12-27,0,,
1075,7,FM-3323,Engine #8486,Electrical,Advanced Plus Distributors,3,3,2023-12-19,2023-12-23,3,2023-12-20,0,,
1075,8,FD-2844,Hardware #4847,Exterior,Premier Plus Auto Parts #296,1,1,2024-01-11,2024-01-17,1,2024-01-15,0,,
1075,9,SU-3511,Electrical #2067,Interior,Elite Direct Motors,5,5,2024-01-06,2024-01-09,5,2024-01-10,0,,
1075,10,FD-1721,Hardware #5601,Engine,Premier Online Distributors,4,4,2023-12-03,2023-12-04,4,2023-12-07,0,,
1075,11,SU-8339,Panel #1722,Trim,Advanced Motors,3,3,2023-12-14,2023-12-21,3,2023-12-16,0,,
1075,12,DM-2448,Trim #7017,Exterior,Pro Online Motors,2,2,2024-01-06,2024-01-12,2,2024-01-07,1,,
1076,1,DM-6681,Interior #3850,Trim,Superior Express Services,3,3,2024-01-05,2024-01-07,3,2024-01-10,0,,
1076,2,EN-9884,Interior #6903,Interior,Quality Plus Supplies,3,3,2023-12-25,2023-12-29,3,2023-12-27,1,,
1076,3,WG-9834,Assembly #1700,Suspension,Pro Pro Services,3,3,2024-01-09,2024-01-12,3,2024-01-12,1,,
1076,4,EX-4372,Interior #2339,Interior,Elite Express Group,5,5,2024-01-11,2024-01-13,5,2024-01-13,0,,
1076,5,WD-1066,Engine #3698,Electrical,Pro Distributors #171,4,0,,,0,,0,,
1076,6,TR-7435,Electrical #6752,Interior,Midwest Plus Auto Parts,3,3,2023-12-09,2023-12-12,3,2023-12-14,1,,
1076,7,IN-9265,Hardware #9113,Assembly,Elite Direct Hub,2,2,2023-12-16,2023-12-22,2,2023-12-18,0,,
1076,8,EX-4129,Panel #1265,Panel,Quality Max Solutions,3,3,2023-12-21,2023-12-23,3,2023-12-23,0,,
1076,9,WG-2948,Interior #6857,Interior,National Online Motors,1,1,2023-12-09,2023-12-11,1,2023-12-10,1,,
1076,10,HD-8838,Trim #1686,Exterior,Midwest Services,3,3,2024-01-09,2024-01-12,3,2024-01-11,1,,
1076,11,IN-9831,Hardware #7925,Trim,Advanced Direct Center #179,3,3,2024-01-02,2024-01-05,3,2024-01-06,1,,
1076,12,FM-9908,Hardware #2359,Electrical,Quality Max Services,4,4,2024-01-02,2024-01-03,4,2024-01-03,1,,
1077,1,FD-6289,Engine #8392,Electrical,Midwest Online Center,2,2,2023-12-31,2024-01-04,2,2024-01-05,1,,
1077,2,WD-9225,Assembly #8588,Engine,Premier Online Supplies #289,5,5,2023-12-08,2023-12-09,5,2023-12-09,1,,
1077,3,SU-9466,Exterior #3849,Exterior,ACE Online Motors,1,1,2023-12-26,2024-01-02,1,2023-12-29,0,,
1077,4,EN-3536,Hardware #4262,Exterior,Advanced Max Group #248,3,3,2023-12-12,2023-12-13,3,2023-12-16,0,,
1077,5,FM-3992,Electrical #6571,Trim,Advanced Express Distributors,2,2,2023-12-17,2023-12-18,2,2023-12-21,0,,
1077,6,BD-3162,Trim #1387,Exterior,Midwest Online Center #254,1,1,2023-12-16,2023-12-22,1,2023-12-17,0,,
1077,7,EN-9904,Hardware #7858,Exterior,National Services,1,1,2023-12-25,2024-01-01,1,2023-12-30,1,,
1077,8,WD-5305,Suspension #8776,Interior,Pro Pro Services,4,4,2023-12-19,2023-12-23,4,2023-12-20,0,,
1077,9,EL-4060,Electrical #8308,Glass,Superior Online Group,2,2,2023-12-17,2023-12-19,0,,0,,
1077,10,WD-1651,Electrical #4316,Assembly,Pro Express Group,2,2,2024-01-06,2024-01-09,2,2024-01-11,1,,
1077,11,TR-1199,Hardware #9594,Engine,Pro Express Components #299,1,1,2023-12-10,2023-12-16,1,2023-12-13,0,,
1077,12,EX-8870,Electrical #4091,Exterior,Quality Max Auto Parts,2,2,2024-01-04,2024-01-05,2,2024-01-07,0,,
1078,1,BD-3080,Glass #3382,Hardware,Quality Max Auto Parts,4,4,2024-01-01,2024-01-03,0,,0,,
1078,2,CP-5300,Interior #1977,Interior,National Online Motors #21,2,2,2024-01-03,2024-01-04,2,2024-01-07,1,,
1078,3,WG-4681,Assembly #8853,Trim,National Direct Solutions,2,2,2023-12-22,2023-12-29,2,2023-12-25,1,,
1078,4,WG-2229,Interior #1506,Interior,National Pro Hub,2,2,2023-12-28,2024-01-03,2,2023-12-30,1,,
1078,5,FM-7443,Engine #8610,Suspension,Apex Motors,2,2,2024-01-06,2024-01-07,2,2024-01-07,1,,
1078,6,HD-3248,Exterior #6522,Hardware,Apex Plus Group,3,3,2024-01-05,2024-01-10,3,2024-01-09,1,,
1078,7,FM-5734,Trim #9413,Electrical,Apex Plus Solutions,1,1,2023-12-23,2023-12-28,1,2023-12-26,1,,
1078,8,EX-6488,Glass #7742,Engine,Apex Components,3,3,2023-12-22,2023-12-24,3,2023-12-25,0,,
1078,9,IN-5833,Electrical #6922,Glass,Quality Max Auto Parts #283,2,2,2024-01-09,2024-01-13,2,2024-01-14,0,,
1078,10,WD-5775,Electrical #4370,Trim,Premier Max Center,5,5,2023-12-22,2023-12-24,5,2023-12-27,0,,
1078,11,WG-5435,Trim #8521,Glass,Advanced Max Hub,3,3,2023-12-13,2023-12-19,3,2023-12-15,1,,
1078,12,EX-7440,Panel #2090,Electrical,Advanced Direct Supplies,3,3,2023-12-11,2023-12-14,3,2023-12-12,1,,
1079,1,TR-7889,Electrical #5353,Panel,ACE Hub,5,5,2024-01-02,2024-01-06,5,2024-01-07,1,,
1079,2,DM-2956,Assembly #3967,Hardware,Advanced Direct Components,4,4,2024-01-11,2024-01-15,4,2024-01-15,1,,
1079,3,BD-2571,Interior #4356,Panel,National Online Supplies,3,3,2023-12-05,2023-12-06,3,2023-12-06,1,,
1079,4,CP-4776,Electrical #5370,Glass,Apex Express Motors,5,5,2023-12-05,2023-12-06,2,2023-12-08,1,,
1079,5,EL-6189,Electrical #3815,Interior,Elite Online Supplies,5,0,,,0,,0,,
1079,6,IN-8966,Hardware #2567,Electrical,ACE Express Group,1,1,2024-01-10,2024-01-11,1,2024-01-15,1,,
1079,7,FM-2759,Panel #4912,Engine,Advanced Motors,2,2,2023-12-16,2023-12-18,2,2023-12-18,0,,
1079,8,CP-2644,Hardware #7693,Exterior,Quality Plus Center,4,4,2024-01-08,2024-01-15,4,2024-01-12,0,,
1079,9,TR-5451,Electrical #9053,Interior,Premier Plus Hub #268,5,5,2023-12-11,2023-12-17,5,2023-12-15,0,,
1079,10,TR-7355,Exterior #4366,Suspension,Pro Solutions,1,0,,,0,,0,,
1079,11,CP-4570,Suspension #6787,Interior,National Plus Solutions,4,4,2024-01-09,2024-01-16,4,2024-01-11,1,,
1079,12,FD-4998,Hardware #8409,Panel,ACE Max Services #199,2,2,2023-12-17,2023-12-23,2,2023-12-21,1,,
1080,1,SU-8296,Interior #2465,Interior,Advanced Direct Supplies,1,1,2024-01-07,2024-01-10,1,2024-01-11,1,,
1080,2,BD-4590,Trim #9473,Trim,Quality Express Components #271,3,3,2023-12-24,2023-12-26,3,2023-12-28,0,,
1080,3,HD-6973,Panel #4745,Hardware,Premier Express Components #81,1,0,,,0,,0,,
1080,4,WG-3441,Engine #3320,Interior,Premier Online Solutions,3,3,2024-01-10,2024-01-16,3,2024-01-11,1,,
1080,5,CP-2511,Trim #1854,Trim,Apex Plus Distributors,2,2,2023-12-13,2023-12-15,2,2023-12-18,0,,
1080,6,FD-4201,Trim #2262,Hardware,Apex Express Hub,4,4,2023-12-20,2023-12-25,4,2023-12-22,0,,
1080,7,TR-7044,Assembly #3502,Glass,Superior Pro Supplies,5,5,2023-12-19,2023-12-26,5,2023-12-20,1,,
1080,8,EX-3814,Engine #9409,Panel,Premier Online Supplies,5,0,,,0,,0,,
1080,9,BD-3167,Electrical #7016,Trim,Premier Online Solutions,1,1,2023-12-05,2023-12-09,0,,0,,
1080,10,EN-1692,Hardware #7183,Assembly,National Components,1,1,2023-12-31,2024-01-02,1,2024-01-02,0,,
1080,11,TR-8645,Glass #6798,Trim,Advanced Online Auto Parts,4,4,2023-12-20,2023-12-24,4,2023-12-24,1,,
1080,12,BD-1596,Electrical #2202,Trim,Quality Online Supplies,4,4,2023-12-27,2024-01-03,4,2023-12-29,1,,
